,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,dimension_2,address,city_province,district,legal_docs,facing_direction,front_width,balcony_direction,raw_price,raw_area,raw_n_bedrooms,raw_n_bathrooms,scraper
98,Biệt thự,81.0,432.0,m²,4.0,6.0,3.0,,"TP. Thủ Đức - Quận 9, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 9,Sổ hồng,Đông Nam,,Đông Nam,81.0,432 m²,4 phòng,6 WC,Thiên
99,Nhà hẻm ngõ,33.0,160.0,m²,4.0,6.0,4.0,20.0,"101/62, Đường Nguyễn Chí Thanh, Phường 9, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ hồng,,8.0,,33.0,"160 m²(8,0x20,0)",4 phòng,6 WC,Thiên
100,Nhà mặt tiền,9.6,166.0,m²,3.0,4.0,,33.0,"Đường Trung Mỹ Tây 4, Xã Trung Chánh, Huyện Hóc Môn, TP.HCM",TP.HCM,Huyện Hóc Môn,Sổ hồng,Tây Bắc,5.0,Tây Bắc,9.6,166 m²(5.0x33.0),3 phòng,4 WC,Thiên
101,Biệt thự,14.3,164.0,m²,,,,,"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,,,,14.3,164 m²,,,Thiên
102,Nhà hẻm ngõ,1.99,42.0,m²,2.0,3.0,,11.5,"Đường Đinh Bộ Lĩnh, Phường 1, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,3.7,,1.99,"42 m²(3,7x11,5)",2 phòng,3 WC,Thiên
103,Nhà hẻm ngõ,2.09,58.0,m²,2.0,3.0,,14.0,"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",TP.HCM,TP. Thủ Đức - Quận Thủ Đức,Sổ hồng,,4.2,,2.09,"58 m²(4,2x14,0)",2 phòng,3 WC,Thiên
104,Nhà hẻm ngõ,2.15,41.0,m²,4.0,4.0,,8.5,"Đường Yên Thế, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,4.8,,2.15,41 m²(4.8x8.5),4 phòng,4 WC,Thiên
105,Nhà hẻm ngõ,12.2,73.0,m²,,,4.0,,"305/A, Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,,,12.2,73 m²,,,Thiên
106,Nhà mặt tiền,43.0,1553.0,m²,,,,16.0,"Đường Phan Đình Phùng, Phường 17, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,9.0,,43.0,155.3 m²(9.0x16.0),,,Thiên
107,Nhà mặt tiền,25.0,61.0,m²,,,,10.0,"Đường Vườn Chuối, Phường 4, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,6.1,,25.0,"61 m²(6,1x10,0)",,,Thiên
108,Nhà mặt tiền,50.0,220.0,m²,,,,20.0,"Đường K300, Phường 12, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,11.0,,50.0,220 m² (11.0x20.0),,,Thiên
109,"Biệt thự, Villa",40.0,160.0,m²,4.0,4.0,,16.0,"Đường Bùi Tá Hán, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,,10.0,,40.0,160 m² (10.0x16.0),4 phòng,4 WC,Thiên
110,Biệt thự,95.0,4.9,m²,4.0,4.0,,,"Đường Long Thuận, Phường Long Phước, TP. Thủ Đức - Quận 9, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 9,Sổ hồng,,,,95.0,"4,900 m²",4 phòng,4 WC,Thiên
111,Nhà hẻm ngõ,35.0,147.0,m²,4.0,4.0,,18.0,"Đường Bạch Đằng, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,9.0,,35.0,147 m²(9.0x18.0),4 phòng,4 WC,Thiên
112,Nhà hẻm ngõ,17.5,65.0,m²,,,2.0,,"Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,,,17.5,65 m²,,,Thiên
113,Nhà mặt tiền,41.5,100.0,m²,,,,25.0,"Đường Trần Hưng Đạo, Phường 1, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ hồng,,4.0,,41.5,"100 m²(4,0x25,0)",,,Thiên
114,"Nhà hẻm, ngõ",0.72,85.0,m²,2.0,1.0,,17.0,"Đường An Phú Tây, Xã Phong Phú, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ hồng,,5.0,,0.72,85 m² (5.0x17.0),2 phòng,1 WC,Thiên
115,Nhà mặt tiền,12.86,60.0,m²,3.0,1.0,2.0,12.0,"40, Đường Ba Vân, Phường 14, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,5.0,,12.86,60 m²(5.0x12.0),3 phòng,1 WC,Thiên
116,Nhà mặt tiền,39.99,211.0,m²,20.0,20.0,4.0,27.0,"Đường Lê Tấn Quốc, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,8.0,,39.99,211 m²(8.0x27.0),20 phòng,20 WC,Thiên
117,Nhà mặt tiền,12.8,56.0,m²,5.0,4.0,4.0,14.0,"Đường Bàu Cát 3, Phường 14, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,4.0,,12.8,56 m²(4.0x14.0),5 phòng,4 WC,Thiên
118,Nhà mặt tiền,11.0,150.0,m²,2.0,2.0,,30.0,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,Nam,5.0,,11.0,"150 m²(5,0x30,0)",2 phòng,2 WC,Thiên
119,Nhà hẻm ngõ,6.5,80.0,m²,4.0,5.0,3.0,16.0,"1419, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,Đông Nam,5.0,Đông Nam,6.5,80 m²(5.0x16.0),4 phòng,5 WC,Thiên
120,Nhà mặt tiền,8.8,987.0,m²,3.0,3.0,2.0,18.5,"1236, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,Đông,4.9,Đông,8.8,98.7 m²(4.9x18.5),3 phòng,3 WC,Thiên
121,Nhà hẻm ngõ,6.6,64.0,m²,5.0,5.0,4.0,13.5,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,,4.0,,6.6,"64 m²(4,0x13,5)",5 phòng,5 WC,Thiên
122,Nhà hẻm ngõ,2.45,114.0,m²,2.0,2.0,,5.0,"Đường An Phú Đông 25, Phường An Phú Đông, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,,23.0,,2.45,114 m²(23.0x5.0),2 phòng,2 WC,Thiên
123,Nhà mặt tiền,40.0,144.0,m²,,,,21.5,"Đường Vũ Tông Phan, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,,7.5,,40.0,144 m²(7.5x21.5),,,Thiên
124,Nhà mặt tiền,17.5,127.0,m²,17.0,17.0,5.0,17.0,"136, Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,5.0,,17.5,"127 m²(5,0x17,0)",17 phòng,17 WC,Thiên
125,Nhà hẻm ngõ,15.9,72.0,m²,5.0,6.0,4.0,,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,,,15.9,72 m²,5 phòng,6 WC,Thiên
126,Nhà hẻm ngõ,5.68,27.0,m²,2.0,2.0,,,"450/16/45, Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,,,5.68,27 m²,2 phòng,2 WC,Thiên
127,Nhà hẻm ngõ,5.38,56.0,m²,3.0,3.0,2.0,14.0,"102/, Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,Bắc,4.0,Bắc,5.38,56 m²(4.0x14.0),3 phòng,3 WC,Thiên
128,"Nhà hẻm, ngõ",12.5,1084.0,m²,6.0,60.0,,18.0,"60, 60, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ hồng,Tây,6.0,Tây,12.5,108.4 m² (6.0x18.0),6 phòng,60 WC,Thiên
129,Nhà mặt tiền,17.0,126.0,m²,,,1.0,18.0,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TP.HCM",TP.HCM,Quận Tân Phú,Sổ hồng,,7.0,,17.0,"126 m²(7,0x18,0)",,,Thiên
130,Nhà hẻm ngõ,1.7,34.0,m²,3.0,4.0,,,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,,,1.7,34 m²,3 phòng,4 WC,Thiên
131,Nhà mặt tiền,59.0,140.0,m²,10.0,10.0,4.0,20.0,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ hồng,,7.1,,59.0,"140 m²(7,1x20,0)",10 phòng,10 WC,Thiên
132,Nhà hẻm ngõ,1.25,17.0,m²,4.0,4.0,4.0,4.8,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,3.5,,1.25,"17 m²(3,5x4,8)",4 phòng,4 WC,Thiên
133,Nhà mặt tiền,22.5,64.0,m²,5.0,6.0,5.0,16.0,"135, Đường Đồng Đen, Phường 12, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,Tây Bắc,4.0,Tây Bắc,22.5,"64 m²(4,0x16,0)",5 phòng,6 WC,Thiên
134,Nhà hẻm ngõ,12.5,70.0,m²,,,,,"Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,,,12.5,70 m²,,,Thiên
135,Nhà hẻm ngõ,2.3,63.0,m²,3.0,4.0,,,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,,,2.3,63 m²,3 phòng,4 WC,Thiên
136,Nhà mặt tiền,3.85,80.0,m²,4.0,5.0,2.0,16.0,"Đường số 2, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",TP.HCM,Huyện Hóc Môn,Sổ hồng,,5.0,,3.85,"80 m²(5,0x16,0)",4 phòng,5 WC,Thiên
137,Nhà hẻm ngõ,4.26,48.0,m²,2.0,2.0,1.0,12.0,"Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,4.1,,4.26,"48 m²(4,1x12,0)",2 phòng,2 WC,Thiên
138,Nhà mặt tiền,15.3,73.5,m²,,,,,"Đường 17, Phường Tân Kiểng, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ hồng,,,,15.3,"73,5 m²",,,Thiên
139,Nhà hẻm ngõ,2.89,69.0,m²,4.0,4.0,,17.0,"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,4.0,,2.89,"69 m²(4,0x17,0)",4 phòng,4 WC,Thiên
140,Nhà hẻm ngõ,11.8,56.0,m²,,,4.0,,"319/11, Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ hồng,,,,11.8,56 m²,,,Thiên
141,Nhà hẻm ngõ,4.8,49.0,m²,3.0,2.0,2.0,7.0,"911/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,7.0,,4.8,"49 m²(7,0x7,0)",3 phòng,2 WC,Thiên
142,Nhà hẻm ngõ,2.35,50.0,m²,4.0,5.0,4.0,,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,,,2.35,50 m²,4 phòng,5 WC,Thiên
143,Nhà hẻm ngõ,2.68,15.0,m²,2.0,3.0,4.0,5.0,"Đường Phạm Văn Hai, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,3.0,,2.68,"15 m²(3,0x5,0)",2 phòng,3 WC,Thiên
144,Nhà mặt tiền,33.5,160.0,m²,4.0,4.0,3.0,20.0,"TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,Tây Nam,8.0,Tây Nam,33.5,"160 m²(8,0x20,0)",4 phòng,4 WC,Thiên
145,Nhà hẻm ngõ,2.39,50.0,m²,4.0,4.0,,,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,,,2.39,50 m²,4 phòng,4 WC,Thiên
146,Nhà hẻm ngõ,10.5,70.0,m²,5.0,5.0,4.0,14.0,"Đường Cộng Hòa, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,5.0,,10.5,"70 m²(5,0x14,0)",5 phòng,5 WC,Thiên
147,Nhà hẻm ngõ,4.95,50.0,m²,4.0,3.0,4.0,12.0,"Đường Phú Định, Phường 16, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ hồng,Đông Nam,3.6,,4.95,"50 m²(3,6x12,0)",4 phòng,3 WC,Thiên
148,Nhà hẻm ngõ,2.99,47.0,m²,4.0,3.0,,,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,,,2.99,47 m²,4 phòng,3 WC,Thiên
149,Nhà hẻm ngõ,3.5,43.0,m²,2.0,2.0,,10.0,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Giấy tờ hợp lệ,,4.3,,3.5,"43 m²(4,3x10,0)",2 phòng,2 WC,Thiên
150,Biệt thự,60.0,236.9,m²,4.0,5.0,,20.0,"Đường Dương Văn An, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,,9.0,,60.0,"236,9 m²(9,0x20,0)",4 phòng,5 WC,Thiên
151,Nhà hẻm ngõ,4.95,30.0,m²,3.0,4.0,3.0,10.0,"55/, Đường 18, Phường 8, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,Nam,3.2,Nam,4.95,"30 m²(3,2x10,0)",3 phòng,4 WC,Thiên
152,Biệt thự,80.0,339.0,m²,,,,20.5,"Đường Nguyễn Ư Dĩ, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,Đông,16.0,Đông,80.0,"339 m²(16,0x20,5)",,,Thiên
153,Nhà mặt tiền,1.75,30.0,m²,2.0,2.0,,,"Đường Bà Hom, Phường Tân Tạo, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Sổ hồng,,,,1.75,30 m²,2 phòng,2 WC,Thiên
154,Nhà hẻm ngõ,2.35,40.0,m²,2.0,2.0,,,"Đường Bà Hom, Phường Tân Tạo, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Sổ hồng,Tây,,Tây,2.35,40 m²,2 phòng,2 WC,Thiên
155,Nhà hẻm ngõ,11.8,70.0,m²,2.0,2.0,2.0,15.0,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,5.0,,11.8,"70 m²(5,0x15,0)",2 phòng,2 WC,Thiên
156,Nhà hẻm ngõ,4.95,50.0,m²,3.0,2.0,2.0,15.0,"943/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,Tây Bắc,3.5,Tây Bắc,4.95,"50 m²(3,5x15,0)",3 phòng,2 WC,Thiên
157,Nhà hẻm ngõ,3.85,25.0,m²,2.0,2.0,2.0,6.0,"514/, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,Nam,3.5,Nam,3.85,"25 m²(3,5x6,0)",2 phòng,2 WC,Thiên
158,Nhà hẻm ngõ,6.6,142.0,m²,13.0,14.0,3.0,20.0,"225/15/ , Đường Lê Trọng Tấn, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Sổ hồng,Tây,2.0,Tây,6.6,"142 m²(2,0x20,0)",13 phòng,14 WC,Thiên
159,Nhà mặt tiền,25.0,86.0,m²,,,,,"Phường 2, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,,,,25.0,86 m²,,,Thiên
160,Nhà mặt tiền,31.5,116.0,m²,,,,17.0,"Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,Đông Nam,6.8,,31.5,"116 m²(6,8x17,0)",,,Thiên
161,Nhà hẻm ngõ,2.15,56.0,m²,,,4.0,14.0,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,4.0,,2.15,"56 m²(4,0x14,0)",,,Thiên
162,Nhà mặt tiền,22.5,128.0,m²,,,,20.0,"Phường 12, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ đỏ,,6.2,,22.5,"128 m²(6,2x20,0)",,,Thiên
163,Nhà hẻm ngõ,1.9,28.5,m²,2.0,2.0,,7.9,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,3.6,,1.9,"28,5 m²(3,6x7,9)",2 phòng,2 WC,Thiên
164,Biệt thự,130.0,312.5,m²,5.0,6.0,,20.0,"TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,Tây Nam,16.3,Tây Nam,130.0,"312,5 m²(16,3x20,0)",5 phòng,6 WC,Thiên
165,Biệt thự,11.5,280.0,m²,3.0,3.0,,34.0,"183, Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ hồng,,7.5,,11.5,"280 m²(7,5x34,0)",3 phòng,3 WC,Thiên
166,Nhà hẻm ngõ,13.9,71.0,m²,6.0,7.0,5.0,16.0,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,Tây Nam,4.4,,13.9,"71 m²(4,4x16,0)",6 phòng,7 WC,Thiên
167,Nhà hẻm ngõ,2.15,52.0,m²,4.0,4.0,4.0,13.0,"Đường Lê Lai, Phường 3, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,4.0,,2.15,"52 m²(4,0x13,0)",4 phòng,4 WC,Thiên
168,Nhà mặt tiền,14.2,73.0,m²,,,2.0,,"Đường Nguyễn Trọng Tuyển, Phường 8, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,,,14.2,73 m²,,,Thiên
169,Biệt thự,58.0,294.0,m²,,,,29.4,"Đường 12, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,,10.0,,58.0,"294 m²(10,0x29,4)",,,Thiên
170,Nhà mặt tiền,7.5,26.3,m²,,,5.0,7.5,"462, Đường Phạm Văn Chí, Phường 8, Quận 6, TP.HCM",TP.HCM,Quận 6,Sổ hồng,,3.5,,7.5,"26,3 m²(3,5x7,5)",,,Thiên
171,Nhà hẻm ngõ,22.0,85.0,m²,2.0,2.0,,16.0,"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ hồng,,5.1,,22.0,"85 m²(5,1x16,0)",2 phòng,2 WC,Thiên
172,Nhà hẻm ngõ,2.25,68.0,m²,4.0,5.0,3.0,15.0,"Đường 22, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",TP.HCM,TP. Thủ Đức - Quận Thủ Đức,Sổ hồng,,4.0,,2.25,"68 m²(4,0x15,0)",4 phòng,5 WC,Thiên
173,Nhà hẻm ngõ,6.38,64.0,m²,4.0,5.0,4.0,8.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,Tây,8.0,,6.38,"64 m²(8,0x8,0)",4 phòng,5 WC,Thiên
174,Nhà hẻm ngõ,2.5,22.0,m²,,,,10.0,"Đường Lê Đại Hành, Phường 13, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,,2.2,,2.5,"22 m²(2,2x10,0)",,,Thiên
175,Nhà hẻm ngõ,2.65,67.0,m²,4.0,4.0,3.0,,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,,,2.65,67 m²,4 phòng,4 WC,Thiên
176,Nhà hẻm ngõ,5.69,60.0,m²,5.0,5.0,2.0,16.0,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,Đông Nam,3.5,,5.69,"60 m²(3,5x16,0)",5 phòng,5 WC,Thiên
177,Nhà hẻm ngõ,1.58,69.0,m²,3.0,2.0,,,"Đường Tạ Quang Bửu, Phường 7, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ hồng,,,,1.58,69 m²,3 phòng,2 WC,Thiên
178,Nhà hẻm ngõ,3.15,48.0,m²,4.0,4.0,4.0,12.0,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,4.0,,3.15,"48 m²(4,0x12,0)",4 phòng,4 WC,Thiên
179,Nhà hẻm ngõ,8.8,81.4,m²,,,1.0,,"120/1/2, Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM",TP.HCM,Quận Tân Phú,Sổ hồng,,,,8.8,"81,4 m²",,,Thiên
180,Nhà hẻm ngõ,3.39,72.0,m²,3.0,3.0,,,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,,,3.39,72 m²,3 phòng,3 WC,Thiên
181,Nhà mặt tiền,18.5,40.0,m²,4.0,4.0,,10.0,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ hồng,,4.0,,18.5,"40 m²(4,0x10,0)",4 phòng,4 WC,Thiên
182,Nhà mặt tiền,23.2,60.0,m²,,,,,"Phường 12, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ hồng,,,,23.2,60 m²,,,Thiên
183,Nhà mặt tiền,45.0,84.0,m²,3.0,,,,"Phường 5, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ đỏ,,,,45.0,84 m²,3 phòng,,Thiên
184,Nhà hẻm ngõ,5.6,120.0,m²,4.0,4.0,3.0,7.0,"566, Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,7.0,,5.6,"120 m²(7,0x7,0)",4 phòng,4 WC,Thiên
185,Nhà hẻm ngõ,1.3,48.0,m²,3.0,2.0,3.0,12.0,"Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,4.0,,1.3,"48 m²(4,0x12,0)",3 phòng,2 WC,Thiên
186,Nhà hẻm ngõ,12.5,59.0,m²,5.0,6.0,5.0,17.0,"30/47, Đường Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,3.5,,12.5,"59 m²(3,5x17,0)",5 phòng,6 WC,Thiên
187,Nhà hẻm ngõ,2.25,137.2,m²,4.0,3.0,,,"Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,,,2.25,"137,2 m²",4 phòng,3 WC,Thiên
188,Nhà hẻm ngõ,4.89,38.0,m²,2.0,2.0,2.0,9.0,"192/, Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,4.2,,4.89,"38 m²(4,2x9,0)",2 phòng,2 WC,Thiên
189,Nhà mặt tiền,560.0,1100.0,m²,,,,52.0,"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,16.5,,560.0,"1.100 m²(16,5x52,0)",,,Thiên
190,Nhà hẻm ngõ,2.35,50.0,m²,4.0,4.0,,,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,,,2.35,50 m²,4 phòng,4 WC,Thiên
191,Nhà hẻm ngõ,4.65,70.0,m²,4.0,5.0,,,"Đường Trần Quốc Thảo, Phường 14, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,,,4.65,70 m²,4 phòng,5 WC,Thiên
192,Nhà mặt tiền,0.72,80.0,m²,2.0,2.0,,16.0,"Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ đỏ,,5.0,,0.72,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
193,Nhà hẻm ngõ,1.9,64.0,m²,2.0,2.0,,16.0,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,,4.0,,1.9,"64 m²(4,0x16,0)",2 phòng,2 WC,Thiên
194,Nhà hẻm ngõ,29.0,150.0,m²,3.0,4.0,,25.0,"Đường 62, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,Đông,6.0,Đông,29.0,"150 m²(6,0x25,0)",3 phòng,4 WC,Thiên
195,Nhà hẻm ngõ,8.7,65.2,m²,5.0,5.0,2.0,16.3,"Đường Hòa Bình, Phường 5, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,,4.0,,8.7,"65,2 m²(4,0x16,3)",5 phòng,5 WC,Thiên
196,Nhà hẻm ngõ,4.55,25.0,m²,3.0,3.0,4.0,6.5,"47/4, Đường Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,4.0,,4.55,"25 m²(4,0x6,5)",3 phòng,3 WC,Thiên
197,Nhà hẻm ngõ,1.55,41.0,m²,4.0,4.0,4.0,10.3,"Đường Yên Thế, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,4.0,,1.55,"41 m²(4,0x10,3)",4 phòng,4 WC,Thiên
